Review Title,Review Description,Review Rating,Sentiment,Review,scores,compound,SIA_sentiment_type
wedding celebration lunch,celebration landing point service daniel olivia tyson excellent food fantastic much improved previous visit year ago overall pleasant experience,5,2,wedding celebration lunchcelebration landing point service daniel olivia tyson excellent food fantastic much improved previous visit year ago overall pleasant experience,"{'neg': 0.0, 'neu': 0.554, 'pos': 0.446, 'compound': 0.9287}",0.9287,2
wonderful afternoon experience,splendid afternoon spent landing point located fullerton bay hotel today great view sitting high table enjoying festive afternoon tea excellent service staff recommend friends family another treat,4,2,wonderful afternoon experiencesplendid afternoon spent landing point located fullerton bay hotel today great view sitting high table enjoying festive afternoon tea excellent service staff recommend friends family another treat,"{'neg': 0.0, 'neu': 0.445, 'pos': 0.555, 'compound': 0.9781}",0.9781,2
extraordinary services rendered service team,super impressed services rendered lotha daniel lee good job guys really rear gem company keep take care importantly stay safe,5,2,extraordinary services rendered service teamsuper impressed services rendered lotha daniel lee good job guys really rear gem company keep take care importantly stay safe,"{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.9246}",0.9246,2
fantastic hotel stay,fantastic hotel stay food exceptional service great dining credits made stay really worthwhile love view honeymoon staycay provided loads gifts like macaroon wine fullerton bear balloon felt really loved comfortable stay,5,2,fantastic hotel stayfantastic hotel stay food exceptional service great dining credits made stay really worthwhile love view honeymoon staycay provided loads gifts like macaroon wine fullerton bear balloon felt really loved comfortable stay,"{'neg': 0.0, 'neu': 0.475, 'pos': 0.525, 'compound': 0.9811}",0.9811,2
brilliant service,fbh excellent stay spacious rooms grand spaces bathrooms bed area spacious overall clean welcoming one amazing quality stay bay view overlooks sea chorus night lights gives one sense calmness almost meditative quality staff friendly polite accommodating room dining expensive many restaurants near esplande collyer quay prepared walk minutes much cheaper food small shops near shenton way use google maps discover two staff particularly helpful us heaven sent since staycation autistic year old mathews part timer dining service staff kind,5,2,brilliant servicefbh excellent stay spacious rooms grand spaces bathrooms bed area spacious overall clean welcoming one amazing quality stay bay view overlooks sea chorus night lights gives one sense calmness almost meditative quality staff friendly polite accommodating room dining expensive many restaurants near esplande collyer quay prepared walk minutes much cheaper food small shops near shenton way use google maps discover two staff particularly helpful us heaven sent since staycation autistic year old mathews part timer dining service staff kind,"{'neg': 0.0, 'neu': 0.627, 'pos': 0.373, 'compound': 0.9898}",0.9898,2
holding wedding hotel stay,everything went smoothly however beginning arrived hotel first time driving idea park car reserved area valet hotel staff assist guide us park,4,2,holding wedding hotel stayeverything went smoothly however beginning arrived hotel first time driving idea park car reserved area valet hotel staff assist guide us park,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,1
family trip,feel like staying world best hotel definitely come back visit food swimming pool great hotel staff gave us call room ready us check,5,2,family tripfeel like staying world best hotel definitely come back visit food swimming pool great hotel staff gave us call room ready us check,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.9432}",0.9432,2
enjoyable high tea,first time high tea food atmosphere good view mbs variety choice drinks served friendly staff lotha allan sure back try new menu hope see friendly staff,5,2,enjoyable high teafirst time high tea food atmosphere good view mbs variety choice drinks served friendly staff lotha allan sure back try new menu hope see friendly staff,"{'neg': 0.0, 'neu': 0.558, 'pos': 0.442, 'compound': 0.9468}",0.9468,2
definitely cut rest hotels singapore,recently stayed bay view room fullerton bay hotel tried check pm hoping get early check however room ready yet registered front desk told would called room ready pm receive call saying would able go room birthday emailed hotel beforehand asking small cake room decoration happy able even though room view amazing seen countless photos still pleasantly surprised view mbs well spacious room swimming pool need pre book time slots able enter whenever,5,2,definitely cut rest hotels singaporerecently stayed bay view room fullerton bay hotel tried check pm hoping get early check however room ready yet registered front desk told would called room ready pm receive call saying would able go room birthday emailed hotel beforehand asking small cake room decoration happy able even though room view amazing seen countless photos still pleasantly surprised view mbs well spacious room swimming pool need pre book time slots able enter whenever,"{'neg': 0.023, 'neu': 0.708, 'pos': 0.269, 'compound': 0.9682}",0.9682,2
friendly staff good service aware mini bar prices,first time staying hotel generally quite good standard food service checkout realized ml belvedere bottle room mini bar cost implies price tag regular bottle fault friend drank without looking price list please take note,4,2,friendly staff good service aware mini bar pricesfirst time staying hotel generally quite good standard food service checkout realized ml belvedere bottle room mini bar cost implies price tag regular bottle fault friend drank without looking price list please take note,"{'neg': 0.052, 'neu': 0.67, 'pos': 0.278, 'compound': 0.8957}",0.8957,2
weekend staycation,great place weekend relaxation service excellent staff attentive needs great location shopping sight seeing near nice eating places view marina bay sands near singapore historic sites,5,2,weekend staycationgreat place weekend relaxation service excellent staff attentive needs great location shopping sight seeing near nice eating places view marina bay sands near singapore historic sites,"{'neg': 0.0, 'neu': 0.622, 'pos': 0.378, 'compound': 0.9325}",0.9325,2
careful extra charges,careful seeking upgrade rooms told reservation officer price paid extra extra night upgrade room inclusive however upon checkout realise pay price came rude bill shock unpleasant experience la brasserie much good dining experience either preferential treatment guests stayed many hotels sg nice hotel experience one worst,2,0,careful extra chargescareful seeking upgrade rooms told reservation officer price paid extra extra night upgrade room inclusive however upon checkout realise pay price came rude bill shock unpleasant experience la brasserie much good dining experience either preferential treatment guests stayed many hotels sg nice hotel experience one worst,"{'neg': 0.231, 'neu': 0.65, 'pos': 0.119, 'compound': -0.7845}",-0.7845,0
high tea,super posh nice view comfortable setting love friendly staffs entering lobby till landing point great service staff daniel olivia landing point really love hospitality even though trip enjoy high tea,5,2,high teasuper posh nice view comfortable setting love friendly staffs entering lobby till landing point great service staff daniel olivia landing point really love hospitality even though trip enjoy high tea,"{'neg': 0.0, 'neu': 0.468, 'pos': 0.532, 'compound': 0.9779}",0.9779,2
best birthday staycation ever,first time staying fbh must say impressed customer service time bookings right food options muslim family young kids older parents cafe kids enjoyed free play time pool birthday deco done well happy wished could extend stay thank making dec holiday staycation best ever,5,2,best birthday staycation everfirst time staying fbh must say impressed customer service time bookings right food options muslim family young kids older parents cafe kids enjoyed free play time pool birthday deco done well happy wished could extend stay thank making dec holiday staycation best ever,"{'neg': 0.0, 'neu': 0.513, 'pos': 0.487, 'compound': 0.9851}",0.9851,2
best service,told view beautiful indeed beautiful thing staff service best friendly attentive blessed served best thank,5,2,best servicetold view beautiful indeed beautiful thing staff service best friendly attentive blessed served best thank,"{'neg': 0.0, 'neu': 0.211, 'pos': 0.789, 'compound': 0.9849}",0.9849,2
miss seah,enjoyable high tea experience landing point food good service provided daniel excellent daniel attentive affable attended every needs always serves smile answered queries well thanks,5,2,miss seahenjoyable high tea experience landing point food good service provided daniel excellent daniel attentive affable attended every needs always serves smile answered queries well thanks,"{'neg': 0.045, 'neu': 0.56, 'pos': 0.395, 'compound': 0.91}",0.91,2
breathtaking view topnotch service,second time fullerton bay hotel absolutely love room spacious view truly world although balcony gets pretty hot afternoon stop lounging book sunrise sunset spectacular especially grateful short getaways singapore travelling overseas ideal special shout lovely staff mathews samuel attentive gentlemen pool impeccable service note get bay view room really worth,5,2,breathtaking view topnotch servicesecond time fullerton bay hotel absolutely love room spacious view truly world although balcony gets pretty hot afternoon stop lounging book sunrise sunset spectacular especially grateful short getaways singapore travelling overseas ideal special shout lovely staff mathews samuel attentive gentlemen pool impeccable service note get bay view room really worth,"{'neg': 0.03, 'neu': 0.58, 'pos': 0.391, 'compound': 0.9794}",0.9794,2
high tea,service great staff daniel professional friendly food selection bad ambience also great enjoy group friends would recommend others try,5,2,high teaservice great staff daniel professional friendly food selection bad ambience also great enjoy group friends would recommend others try,"{'neg': 0.095, 'neu': 0.354, 'pos': 0.55, 'compound': 0.9493}",0.9493,2
excellent high tea landing point,wonderful food excellent company impeccable service daniel made afternoon one unforgettable wonderful way spend day definitely back landing point coming months,5,2,excellent high tea landing pointwonderful food excellent company impeccable service daniel made afternoon one unforgettable wonderful way spend day definitely back landing point coming months,"{'neg': 0.0, 'neu': 0.603, 'pos': 0.397, 'compound': 0.93}",0.93,2
okay,quite expectation hotel quite disappointed service rendered throughout stay feel like worth price breakfast great though view room also pool also breathtaking,3,1,okayquite expectation hotel quite disappointed service rendered throughout stay feel like worth price breakfast great though view room also pool also breathtaking,"{'neg': 0.106, 'neu': 0.533, 'pos': 0.361, 'compound': 0.7968}",0.7968,2
worse customer service experience ever landing point,looking lounge coffee client dec pm decided go landing point short coffee chat informed staff mins need prep pm tea session offered outdoor sititng allow us stay longer accepted mins plus later drizzeling abit fine sitting outside bit rain critical move however rains gets bigger bigger big wind well mins later request staff move us since raining heavily bag seat getting wet well landing point manager customer orentiated great service tell us table inside,1,0,worse customer service experience ever landing pointlooking lounge coffee client dec pm decided go landing point short coffee chat informed staff mins need prep pm tea session offered outdoor sititng allow us stay longer accepted mins plus later drizzeling abit fine sitting outside bit rain critical move however rains gets bigger bigger big wind well mins later request staff move us since raining heavily bag seat getting wet well landing point manager customer orentiated great service tell us table inside,"{'neg': 0.059, 'neu': 0.787, 'pos': 0.154, 'compound': 0.7717}",0.7717,2
wedding staycation,would like thank zaherah team well willy charge banquet executing perfect wedding daughter definitely recommend families friends thank,5,2,wedding staycationwould like thank zaherah team well willy charge banquet executing perfect wedding daughter definitely recommend families friends thank,"{'neg': 0.0, 'neu': 0.337, 'pos': 0.663, 'compound': 0.9618}",0.9618,2
wonderful staycation,room great view stay bay view room room big clean tidy friendly staffs check smooth complimentary breakfast best tasty breakfast ever far staycation complimentary car park coupon given stay,5,2,wonderful staycationroom great view stay bay view room room big clean tidy friendly staffs check smooth complimentary breakfast best tasty breakfast ever far staycation complimentary car park coupon given stay,"{'neg': 0.0, 'neu': 0.493, 'pos': 0.507, 'compound': 0.9741}",0.9741,2
great pretty views,views room every part hotel disappoint however food service improved especially lantern suggest go drink two purchase pre package,3,1,great pretty viewsviews room every part hotel disappoint however food service improved especially lantern suggest go drink two purchase pre package,"{'neg': 0.09, 'neu': 0.565, 'pos': 0.346, 'compound': 0.8271}",0.8271,2
staycation,really love place th anniversary great staycation staff friendly dinner good serve room breakfast also nice going book next time,5,2,staycationreally love place th anniversary great staycation staff friendly dinner good serve room breakfast also nice going book next time,"{'neg': 0.0, 'neu': 0.466, 'pos': 0.534, 'compound': 0.9531}",0.9531,2
great experience fullerton bay hotel,great place rooms experience easily one best places stayed singapore looking hotel bay area easy recommend fullerton bay hotel great view rooms service highly recommended,4,2,great experience fullerton bay hotelgreat place rooms experience easily one best places stayed singapore looking hotel bay area easy recommend fullerton bay hotel great view rooms service highly recommended,"{'neg': 0.0, 'neu': 0.497, 'pos': 0.503, 'compound': 0.9694}",0.9694,2
romantic staycation couples,hotel grand architecture service everything done well everyone takes pride work customer service great beginning end hotel ground also peaceful beautiful one appreciate beauty singapore around hotel grounds,5,2,romantic staycation coupleshotel grand architecture service everything done well everyone takes pride work customer service great beginning end hotel ground also peaceful beautiful one appreciate beauty singapore around hotel grounds,"{'neg': 0.0, 'neu': 0.429, 'pos': 0.571, 'compound': 0.9796}",0.9796,2
staycation,nice place stay family great amenities check extremely slow long process took hours reached room otherwise location good various restaurants bars walking distance staff well mannered helpful needs,4,2,staycationnice place stay family great amenities check extremely slow long process took hours reached room otherwise location good various restaurants bars walking distance staff well mannered helpful needs,"{'neg': 0.0, 'neu': 0.634, 'pos': 0.366, 'compound': 0.9062}",0.9062,2
package,booked family package benefits stated complimentary extra bed end get one though thought reserve quite early hence would like comment hotel decide rollout package allow customer book package able get extra bed else defeat purpose paying package also take consideration kids eg difficult share bed,3,1,packagebooked family package benefits stated complimentary extra bed end get one though thought reserve quite early hence would like comment hotel decide rollout package allow customer book package able get extra bed else defeat purpose paying package also take consideration kids eg difficult share bed,"{'neg': 0.099, 'neu': 0.683, 'pos': 0.218, 'compound': 0.6808}",0.6808,2
great view,bay view excellent reason booked room fullerton bay room clean staff efficient breakfast spread good however even considering plus points hotel room location good services price steep average singaporean wish go back second stay,4,2,great viewbay view excellent reason booked room fullerton bay room clean staff efficient breakfast spread good however even considering plus points hotel room location good services price steep average singaporean wish go back second stay,"{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.9674}",0.9674,2
perfect view perfect services,best hotel experience stayed far marina bay view awesome hotel room clean importantly hotel staff accommodating thank assisting surprise balloon setup room boyfriend keep good services,5,2,perfect view perfect servicesbest hotel experience stayed far marina bay view awesome hotel room clean importantly hotel staff accommodating thank assisting surprise balloon setup room boyfriend keep good services,"{'neg': 0.0, 'neu': 0.467, 'pos': 0.533, 'compound': 0.9719}",0.9719,2
great service food,came high tea girlfriend birthday excellent service daniel olivia tyson staff prompt serving us extra savory treats tray almost empty also friendly helpful help us take photos,5,2,great service foodcame high tea girlfriend birthday excellent service daniel olivia tyson staff prompt serving us extra savory treats tray almost empty also friendly helpful help us take photos,"{'neg': 0.037, 'neu': 0.565, 'pos': 0.399, 'compound': 0.9406}",0.9406,2
top class blemishes,apparent fullerton bay strives deliver excellence facets guest experience see quite often also dealt incidences dampened enjoyment stay first check guest came us serviced first despite us standing front counter minutes came straight door secondly light would turn use bathroom instead eye searing emergency light flashed minutes technician trying fix time problem resolved almost hour jet lag exacerbated since arrived hour flight los angeles day prior fair mention,3,1,top class blemishesapparent fullerton bay strives deliver excellence facets guest experience see quite often also dealt incidences dampened enjoyment stay first check guest came us serviced first despite us standing front counter minutes came straight door secondly light would turn use bathroom instead eye searing emergency light flashed minutes technician trying fix time problem resolved almost hour jet lag exacerbated since arrived hour flight los angeles day prior fair mention,"{'neg': 0.089, 'neu': 0.728, 'pos': 0.184, 'compound': 0.7884}",0.7884,2
found insect lavae egg hotel towel,discovered insect lavae egg hotel towel initially thought dust upon closer look discovered indeed insect lavae egg called operator advised us show housekeeper,3,1,found insect lavae egg hotel toweldiscovered insect lavae egg hotel towel initially thought dust upon closer look discovered indeed insect lavae egg called operator advised us show housekeeper,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,1
fav hotel singapore,view absolutely gorgeous better anywhere else stayed thoughtful n nice gesture provide balloon cake even though checked one day birthday service always great especially staff la brasserie breakfast pool crowded water tempt ideal swimming love definitely back,5,2,fav hotel singaporeview absolutely gorgeous better anywhere else stayed thoughtful n nice gesture provide balloon cake even though checked one day birthday service always great especially staff la brasserie breakfast pool crowded water tempt ideal swimming love definitely back,"{'neg': 0.0, 'neu': 0.489, 'pos': 0.511, 'compound': 0.9838}",0.9838,2
fantastic stay,friendly warm staff helped us wedding excellent food room stay beautiful room view excellent bathtub highly recommend theme suite budget thank,5,2,fantastic stayfriendly warm staff helped us wedding excellent food room stay beautiful room view excellent bathtub highly recommend theme suite budget thank,"{'neg': 0.0, 'neu': 0.404, 'pos': 0.596, 'compound': 0.9686}",0.9686,2
positive feedback,hotel credits hit miss much restrictions limited la carte food items order go bed breakfast instead great location nice view bay area popular wedding,4,2,positive feedbackhotel credits hit miss much restrictions limited la carte food items order go bed breakfast instead great location nice view bay area popular wedding,"{'neg': 0.094, 'neu': 0.483, 'pos': 0.424, 'compound': 0.9231}",0.9231,2
gin parlour night,back landing point gin cocktail best place chill friend enjoy mbs view night thanks karen mano anthony taking care us provided good service great variety gin world cheers,5,2,gin parlour nightback landing point gin cocktail best place chill friend enjoy mbs view night thanks karen mano anthony taking care us provided good service great variety gin world cheers,"{'neg': 0.0, 'neu': 0.451, 'pos': 0.549, 'compound': 0.9794}",0.9794,2
luxurious stay,service staff impeccable entry exit bit hiccup checkin room ready despite way checkin time staff accommodating kept checking us ensure okay,5,2,luxurious stayservice staff impeccable entry exit bit hiccup checkin room ready despite way checkin time staff accommodating kept checking us ensure okay,"{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.7184}",0.7184,2
amazing stay,really really great time fullerton got night deal even allowed change date breakfast awesome staff friendly room clean smell good view beyond words stay level bay view room view amazing cant forget worth every penny wouldnlike come back hope often promotion,5,2,amazing stayreally really great time fullerton got night deal even allowed change date breakfast awesome staff friendly room clean smell good view beyond words stay level bay view room view amazing cant forget worth every penny wouldnlike come back hope often promotion,"{'neg': 0.026, 'neu': 0.507, 'pos': 0.467, 'compound': 0.9814}",0.9814,2
excellent service ambience,always love fullerton hotel especially landing point love feeling ambience view high tea tea selection importantly service every staff always feel welcome thank,5,2,excellent service ambiencealways love fullerton hotel especially landing point love feeling ambience view high tea tea selection importantly service every staff always feel welcome thank,"{'neg': 0.0, 'neu': 0.457, 'pos': 0.543, 'compound': 0.9657}",0.9657,2
good experience high tea,thanks daniel tyson serving us high tea friendly enjoy high tea landing point good food good view good tea chocolate also nice price reasonable,5,2,good experience high teathanks daniel tyson serving us high tea friendly enjoy high tea landing point good food good view good tea chocolate also nice price reasonable,"{'neg': 0.0, 'neu': 0.49, 'pos': 0.51, 'compound': 0.9628}",0.9628,2
shameful services,bad services counter never reply enquires filipinno counter staff lady man checked spoke fair looking man counter gave better impression professional way slow check delayed hr asked add bed fillipino counter lady said reply never asked house keeping reply restaurant asked chilli till food finished chilli served ordered coffee waited long ask shower gel used top second day enough carpet looks dirty stars hotel rather chose mbs hotel worst filippino man counter knew happy checked passed counter stared friendly way,1,0,shameful servicesbad services counter never reply enquires filipinno counter staff lady man checked spoke fair looking man counter gave better impression professional way slow check delayed hr asked add bed fillipino counter lady said reply never asked house keeping reply restaurant asked chilli till food finished chilli served ordered coffee waited long ask shower gel used top second day enough carpet looks dirty stars hotel rather chose mbs hotel worst filippino man counter knew happy checked passed counter stared friendly way,"{'neg': 0.122, 'neu': 0.718, 'pos': 0.16, 'compound': 0.4019}",0.4019,2
great stay great view great service,stayed corner bay view room provided awesome view bay iconic landmarks area room clean well equipped breakfast also great service staff attentive polite,5,2,great stay great view great servicestayed corner bay view room provided awesome view bay iconic landmarks area room clean well equipped breakfast also great service staff attentive polite,"{'neg': 0.0, 'neu': 0.454, 'pos': 0.546, 'compound': 0.9783}",0.9783,2
splendid view excellent service,entire experience hotel superb gets top marks fulfilling checking boxes look hotel staycation truly blown away view marina bay excellent top notch service provided staff especially emma prove time time consistent exemplary service standards,5,2,splendid view excellent serviceentire experience hotel superb gets top marks fulfilling checking boxes look hotel staycation truly blown away view marina bay excellent top notch service provided staff especially emma prove time time consistent exemplary service standards,"{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.9674}",0.9674,2
memorable staycation,pls see postive comments start survey beautiful room beautiful view balcony beautiful superb service mr samuel lee duty manager mr samuel went way make staycation beautiful memorable experience,5,2,memorable staycationpls see postive comments start survey beautiful room beautiful view balcony beautiful superb service mr samuel lee duty manager mr samuel went way make staycation beautiful memorable experience,"{'neg': 0.0, 'neu': 0.549, 'pos': 0.451, 'compound': 0.967}",0.967,2
excellent service mesmerising view,fullerton bay never failed family lotha emma olivia really helpful lotha awesome helpful made wedding anniversary memorable one lotha kind words takes extremely photogenic pictures one go looking someone take photograph atmosphere great constantly greeted people work along way view always mesmerising first time never last time fullerton always first choice staycation high tea thank lotha emma olivia making high tea splendid one,5,2,excellent service mesmerising viewfullerton bay never failed family lotha emma olivia really helpful lotha awesome helpful made wedding anniversary memorable one lotha kind words takes extremely photogenic pictures one go looking someone take photograph atmosphere great constantly greeted people work along way view always mesmerising first time never last time fullerton always first choice staycation high tea thank lotha emma olivia making high tea splendid one,"{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.9859}",0.9859,2
would straight star poor service,stay overall awesome except extremely poor service upon checkout still waiting callback guys update iphone adaptor room calls made nothing interest guys get checked properly,3,1,would straight star poor servicestay overall awesome except extremely poor service upon checkout still waiting callback guys update iphone adaptor room calls made nothing interest guys get checked properly,"{'neg': 0.224, 'neu': 0.62, 'pos': 0.155, 'compound': -0.3979}",-0.3979,0
couples weekend getaway,reference stayed bay view room great friendly staff room view goals beautiful backdrop marina bay sands iconic buildings facilities superb clean jacuzzi tub pool also views mbs great time chilling tub seeing busy city pass room nicely decorated even features tv bathtub room much smaller rooms fullerton hotel food okay overall grand ambience company good,5,2,couples weekend getawayreference stayed bay view room great friendly staff room view goals beautiful backdrop marina bay sands iconic buildings facilities superb clean jacuzzi tub pool also views mbs great time chilling tub seeing busy city pass room nicely decorated even features tv bathtub room much smaller rooms fullerton hotel food okay overall grand ambience company good,"{'neg': 0.014, 'neu': 0.576, 'pos': 0.411, 'compound': 0.9858}",0.9858,2
lovely high tea experience,came celebrate mum birthday space view food gorgeous staff also extremely accommodating special thanks daniel going extra mile ensuring mum good experience,5,2,lovely high tea experiencecame celebrate mum birthday space view food gorgeous staff also extremely accommodating special thanks daniel going extra mile ensuring mum good experience,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.9707}",0.9707,2
birthday high tea,awesome service great food marina bay view pro tip sure book non corridor table also gave us complimentary birthday cake top everything appreciate whole staff esp david serving us,5,2,birthday high teaawesome service great food marina bay view pro tip sure book non corridor table also gave us complimentary birthday cake top everything appreciate whole staff esp david serving us,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.9153}",0.9153,2
great afternoon tea set,came afternoon tea also birthday celebration big thank attentive service daniel olivia tyson also accommodating seating requests loved food ambience,5,2,great afternoon tea setcame afternoon tea also birthday celebration big thank attentive service daniel olivia tyson also accommodating seating requests loved food ambience,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.8885}",0.8885,2
high tea landing point,awesome service daniel olivia tyson delicious tier high tea initially told would allocated walkway seats reservation welcome surprise given really cozy table along windows nice view mbs background would definitely recommend cozy high tea lazy weekend,5,2,high tea landing pointawesome service daniel olivia tyson delicious tier high tea initially told would allocated walkway seats reservation welcome surprise given really cozy table along windows nice view mbs background would definitely recommend cozy high tea lazy weekend,"{'neg': 0.049, 'neu': 0.624, 'pos': 0.327, 'compound': 0.9231}",0.9231,2
classy clean,experienced romance package husband fbh monday tuesday weather great food amazing view spectacular would perfect got check slightly earlier restaurants fully booked nonetheless great time thank u bay view room husband wife could ask,5,2,classy cleanexperienced romance package husband fbh monday tuesday weather great food amazing view spectacular would perfect got check slightly earlier restaurants fully booked nonetheless great time thank u bay view room husband wife could ask,"{'neg': 0.0, 'neu': 0.522, 'pos': 0.478, 'compound': 0.9769}",0.9769,2
exclusive yet utmost comfort,top quality accommodation facilities every corner hotel enjoyed extraordinary staycation center island cute enough bathroom bath pillow particular breakfast brasserie also impressive quality services dishes,5,2,exclusive yet utmost comforttop quality accommodation facilities every corner hotel enjoyed extraordinary staycation center island cute enough bathroom bath pillow particular breakfast brasserie also impressive quality services dishes,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.8779}",0.8779,2
lovely evening,enjoyed lovely evening la brasserie great ambience fantastic service daniel stephen evening initiative kindness made experience especially memorable look forward coming soon would recommend,5,2,lovely eveningenjoyed lovely evening la brasserie great ambience fantastic service daniel stephen evening initiative kindness made experience especially memorable look forward coming soon would recommend,"{'neg': 0.0, 'neu': 0.477, 'pos': 0.523, 'compound': 0.9674}",0.9674,2
honeymoon,pros food la brasserie breakfast great concierge team welcoming helpful luggages complimentary parking tickets room amazing great complimentary tea twg coffee room also balcony overlooks marina bay sands soooo beautiful day night swimming pool public private smaller jacuzzi pools private ones perfect couples honeymoon like husband cons came pm check waited hrs room available yet overall fantastic stay highly recommended,5,2,honeymoonpros food la brasserie breakfast great concierge team welcoming helpful luggages complimentary parking tickets room amazing great complimentary tea twg coffee room also balcony overlooks marina bay sands soooo beautiful day night swimming pool public private smaller jacuzzi pools private ones perfect couples honeymoon like husband cons came pm check waited hrs room available yet overall fantastic stay highly recommended,"{'neg': 0.0, 'neu': 0.55, 'pos': 0.45, 'compound': 0.9901}",0.9901,2
lovely stay,fullerton bay hotel third hotel week hotel hopping celebrate marriage far fullerton winner staying star hotel coming fullerton bay fullerton room far cleanest spacious luxurious staying bay view room balcony facing mbs inside huge bathtub tv facing balcony room smell good sound proof view cant get enough views breakfast delicious tried laksa waffle scrambled egg set dimsum love staff friendly professional great every time see definitely come love recommended,5,2,lovely stayfullerton bay hotel third hotel week hotel hopping celebrate marriage far fullerton winner staying star hotel coming fullerton bay fullerton room far cleanest spacious luxurious staying bay view room balcony facing mbs inside huge bathtub tv facing balcony room smell good sound proof view cant get enough views breakfast delicious tried laksa waffle scrambled egg set dimsum love staff friendly professional great every time see definitely come love recommended,"{'neg': 0.0, 'neu': 0.589, 'pos': 0.411, 'compound': 0.9908}",0.9908,2
magnificent view,superb nice ambience service staff room smells nice bed comfortable great offer contour pillows overall excellent place wind spend time loved ones enjoy singapore skyline,5,2,magnificent viewsuperb nice ambience service staff room smells nice bed comfortable great offer contour pillows overall excellent place wind spend time loved ones enjoy singapore skyline,"{'neg': 0.0, 'neu': 0.394, 'pos': 0.606, 'compound': 0.9812}",0.9812,2
well spent advance wedding anniversary,first time stay two kids would say really enjoyed everything room frequent change linens cleaning food even decorate room inflated balloons husband surprise kids love much thank fir accomodating,5,2,well spent advance wedding anniversaryfirst time stay two kids would say really enjoyed everything room frequent change linens cleaning food even decorate room inflated balloons husband surprise kids love much thank fir accomodating,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.9259}",0.9259,2
awesome view fantastic service great ambience,bay view see photos taken amazing service staff breakfast friendly efficient front desk staff awesome served michelle kind answered questions breakfast amazing array food choices love decor hotel well definitely come back,5,2,awesome view fantastic service great ambiencebay view see photos taken amazing service staff breakfast friendly efficient front desk staff awesome served michelle kind answered questions breakfast amazing array food choices love decor hotel well definitely come back,"{'neg': 0.0, 'neu': 0.374, 'pos': 0.626, 'compound': 0.9917}",0.9917,2
lovely hotel first business trip many months,moon stay fullerton bay normal room large well lit peaceful balcony overlooking customs house sitting sofa balcony made difference course everything else hotel service etc wonderful complaint breakfast boring small portions cheap ingredients gym tiny two treadmills one blocked due covid one bike one elliptical one pulley weight stack falling short five star standard loved fullerton bay small hotel good contrast swimming pool saved day wide excellent view marina bay sands come back,5,2,lovely hotel first business trip many monthsmoon stay fullerton bay normal room large well lit peaceful balcony overlooking customs house sitting sofa balcony made difference course everything else hotel service etc wonderful complaint breakfast boring small portions cheap ingredients gym tiny two treadmills one blocked due covid one bike one elliptical one pulley weight stack falling short five star standard loved fullerton bay small hotel good contrast swimming pool saved day wide excellent view marina bay sands come back,"{'neg': 0.081, 'neu': 0.661, 'pos': 0.258, 'compound': 0.9633}",0.9633,2
unwind bay,superb stay two nights theme room fullerton bay great property amazingly scenic location great views access bay great f b within hotel loads within couple minutes walking distance around suite package came sweet complimentaries like things minibar excepting alcohol also free flow drinks snacks lantern bar service great requests adapter plugs decanters promptly met corner suite balconies two sides sweeping views around bay sitting glass wine golden hour made worthwhile,5,2,unwind baysuperb stay two nights theme room fullerton bay great property amazingly scenic location great views access bay great f b within hotel loads within couple minutes walking distance around suite package came sweet complimentaries like things minibar excepting alcohol also free flow drinks snacks lantern bar service great requests adapter plugs decanters promptly met corner suite balconies two sides sweeping views around bay sitting glass wine golden hour made worthwhile,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.981}",0.981,2
wedding anniversary celebration,great location comfy bed luxurious bathrobes rooftop bar right heart marina bay breakfast delicious view overlooks river waters come back special celebration,4,2,wedding anniversary celebrationgreat location comfy bed luxurious bathrobes rooftop bar right heart marina bay breakfast delicious view overlooks river waters come back special celebration,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.7506}",0.7506,2
night view,amazing service best views great night service best singapore went set gave us best seating abs super good value fir money recommend enough,5,2,night viewamazing service best views great night service best singapore went set gave us best seating abs super good value fir money recommend enough,"{'neg': 0.0, 'neu': 0.36, 'pos': 0.64, 'compound': 0.9825}",0.9825,2
